Date,Petrol (USD)
6/9/2003,74.59
6/16/2003,74.53
6/23/2003,74.49333333333334
6/30/2003,74.45750000000001
7/7/2003,74.422
7/14/2003,74.346
7/21/2003,74.46600000000001
7/28/2003,74.602
8/4/2003,74.75600000000001
8/11/2003,74.98800000000001
8/18/2003,75.30800000000002
8/26/2003,75.50400000000002
9/1/2003,75.71000000000001
9/8/2003,75.93200000000002
9/15/2003,76.08400000000002
9/22/2003,76.15200000000002
9/29/2003,76.158
10/6/2003,76.218
10/13/2003,76.152
10/20/2003,76.122
10/27/2003,76.09200000000001
11/3/2003,76.07600000000001
11/10/2003,75.97800000000001
11/17/2003,75.98400000000001
11/24/2003,75.97800000000001
12/1/2003,75.97800000000001
12/8/2003,75.97200000000001
12/15/2003,75.976
12/22/2003,75.974
12/29/2003,75.958
1/5/2004,75.934
1/12/2004,75.92
1/19/2004,76.00000000000001
1/26/2004,76.10400000000001
2/2/2004,76.21200000000002
2/9/2004,76.33600000000001
2/16/2004,76.444
2/23/2004,76.44800000000001
3/1/2004,76.424
3/8/2004,76.474
3/15/2004,76.652
3/22/2004,76.852
3/29/2004,77.09400000000001
4/5/2004,77.40200000000002
4/12/2004,77.632
4/19/2004,77.76200000000001
4/26/2004,77.95400000000001
5/4/2004,78.292
5/10/2004,78.78
5/17/2004,79.50200000000001
5/24/2004,80.32000000000001
5/31/2004,81.11000000000001
6/7/2004,81.742
6/14/2004,81.99000000000001
6/21/2004,81.9
6/28/2004,81.55600000000001
7/5/2004,81.06000000000002
7/12/2004,80.64000000000001
7/19/2004,80.50000000000001
7/26/2004,80.46600000000001
8/2/2004,80.55600000000001
8/9/2004,80.81800000000001
8/16/2004,81.00000000000003
8/23/2004,81.13400000000001
8/31/2004,81.266
9/6/2004,81.36800000000001
9/13/2004,81.394
9/20/2004,81.4
9/27/2004,81.424
10/4/2004,81.52799999999999
10/11/2004,81.876
10/18/2004,82.284
10/25/2004,82.816
11/1/2004,83.34400000000001
11/8/2004,83.802
11/15/2004,84.03200000000001
11/22/2004,83.654
11/29/2004,83.7
12/6/2004,83.658
12/20/2004,83.082
12/27/2004,82.47
1/3/2005,82.412
1/10/2005,81.54599999999999
1/17/2005,80.52
1/24/2005,80.014
1/31/2005,79.682
2/7/2005,79.416
2/14/2005,79.454
2/21/2005,79.698
2/28/2005,80.00199999999998
3/7/2005,80.326
3/14/2005,80.68599999999999
3/21/2005,81.21999999999998
3/28/2005,81.86999999999998
4/4/2005,82.56199999999998
4/11/2005,83.45199999999997
4/18/2005,84.24999999999997
4/25/2005,84.81199999999998
5/2/2005,85.21999999999998
5/9/2005,85.50999999999999
5/16/2005,85.44199999999998
5/23/2005,85.26999999999998
5/30/2005,85.00399999999999
6/6/2005,84.71799999999999
6/13/2005,84.64399999999998
6/20/2005,84.69399999999999
6/27/2005,85.08599999999998
7/4/2005,85.74799999999999
7/11/2005,86.49199999999999
7/18/2005,87.20399999999998
7/25/2005,87.89999999999998
8/1/2005,88.40399999999997
8/8/2005,88.83999999999996
8/15/2005,89.40599999999995
8/22/2005,89.84999999999994
8/29/2005,90.33399999999995
9/5/2005,91.35799999999995
9/12/2005,92.43799999999993
9/19/2005,93.20799999999994
9/26/2005,93.71999999999994
10/3/2005,94.13799999999993
10/10/2005,94.11399999999992
10/17/2005,93.92799999999991
10/24/2005,93.73999999999992
10/31/2005,97.14009617755845
11/7/2005,96.93209617755845
11/14/2005,96.18809617755844
11/21/2005,95.08209617755844
11/28/2005,93.85809617755845
12/5/2005,89.26199999999992
12/12/2005,88.2079999999999
12/19/2005,87.61399999999989
12/26/2005,87.46799999999989
1/2/2006,87.60399999999989
1/9/2006,87.84599999999989
1/16/2006,88.20799999999988
1/23/2006,88.6059999999999
1/30/2006,89.00599999999989
2/6/2006,89.34599999999989
2/13/2006,89.56399999999988
2/20/2006,89.68199999999987
3/6/2006,89.64599999999987
3/13/2006,89.57999999999988
3/20/2006,89.67199999999988
3/27/2006,89.97399999999989
4/3/2006,90.40999999999988
4/10/2006,91.08999999999988
4/18/2006,92.02599999999987
4/24/2006,93.05799999999986
5/1/2006,94.05199999999988
5/8/2006,94.9879999999999
5/15/2006,95.7119999999999
5/22/2006,96.0859999999999
5/29/2006,96.0879999999999
6/5/2006,95.9099999999999
6/12/2006,95.71599999999991
6/19/2006,95.52599999999991
6/26/2006,95.29999999999991
7/3/2006,95.2819999999999
7/10/2006,95.37199999999989
7/17/2006,95.64999999999989
7/24/2006,96.11799999999988
7/31/2006,96.68999999999987
8/7/2006,97.24599999999987
8/14/2006,97.67199999999985
8/21/2006,97.44399999999985
8/28/2006,96.76799999999984
9/4/2006,95.77799999999985
9/11/2006,94.46399999999984
9/18/2006,92.85599999999985
9/25/2006,91.34799999999984
10/2/2006,89.85799999999986
10/9/2006,88.60199999999986
10/16/2006,87.48799999999986
10/23/2006,86.67999999999986
10/30/2006,86.15999999999987
11/6/2006,85.87799999999987
11/13/2006,85.65599999999986
11/20/2006,90.5400961775584
11/27/2006,90.4860961775584
12/4/2006,90.4580961775584
12/11/2006,90.83809617755841
12/18/2006,91.2800961775584
12/25/2006,86.79399999999985
1/1/2007,87.26999999999984
1/8/2007,87.70999999999984
1/15/2007,87.64199999999984
1/22/2007,87.35799999999985
1/29/2007,86.90999999999985
2/5/2007,86.46399999999986
2/12/2007,86.15599999999986
2/19/2007,86.05599999999986
2/26/2007,86.21399999999986
3/5/2007,86.62999999999985
3/12/2007,87.20199999999986
3/19/2007,87.76399999999987
3/26/2007,88.30799999999988
4/2/2007,88.98799999999989
4/10/2007,89.67599999999989
4/16/2007,90.37799999999989
4/23/2007,91.1779999999999
4/30/2007,92.00399999999989
5/7/2007,92.79599999999989
5/14/2007,93.5739999999999
5/21/2007,94.3179999999999
5/28/2007,94.96399999999988
6/4/2007,95.5759999999999
6/11/2007,96.01199999999989
6/18/2007,96.30999999999989
6/25/2007,96.4759999999999
7/2/2007,96.51599999999989
7/9/2007,96.45399999999991
7/16/2007,96.37399999999991
7/23/2007,96.30799999999991
7/30/2007,96.23999999999991
8/6/2007,96.19799999999991
8/13/2007,96.15799999999992
8/20/2007,95.97799999999992
8/27/2007,95.73199999999993
9/3/2007,95.45199999999991
9/10/2007,95.14799999999994
9/17/2007,94.87799999999993
9/24/2007,94.79799999999992
10/1/2007,95.07599999999994
10/8/2007,95.54399999999993
10/15/2007,96.05599999999993
10/22/2007,96.68799999999995
10/29/2007,97.35799999999995
11/5/2007,97.95199999999996
11/12/2007,98.67199999999995
11/19/2007,99.52799999999996
11/26/2007,100.39199999999995
12/3/2007,101.25599999999994
12/10/2007,101.91799999999994
12/17/2007,102.28999999999994
12/24/2007,102.50199999999992
12/31/2007,102.60799999999992
1/7/2008,102.76599999999992
1/14/2008,102.99599999999994
1/21/2008,103.31999999999994
1/28/2008,103.65799999999994
2/4/2008,103.93199999999995
2/11/2008,103.99199999999993
2/18/2008,103.96799999999993
2/25/2008,104.05399999999993
3/3/2008,104.25799999999992
3/10/2008,104.64399999999993
3/17/2008,105.19199999999994
3/24/2008,105.83199999999992
3/31/2008,106.32199999999993
4/7/2008,106.72199999999994
4/14/2008,107.05199999999994
4/21/2008,107.48399999999995
4/28/2008,108.00399999999995
5/5/2008,108.64399999999993
5/12/2008,109.40399999999993
5/19/2008,110.47399999999993
5/26/2008,111.71799999999993
6/2/2008,113.02399999999993
6/9/2008,114.33599999999994
6/16/2008,115.66599999999994
6/23/2008,116.76199999999994
6/30/2008,117.57199999999996
7/7/2008,118.22199999999995
7/14/2008,118.73799999999994
7/21/2008,119.07999999999993
7/28/2008,118.77399999999993
8/4/2008,118.01799999999992
8/11/2008,116.94599999999991
8/18/2008,115.50199999999991
8/25/2008,114.02599999999991
9/1/2008,113.08399999999992
9/8/2008,112.58199999999992
9/15/2008,112.29999999999993
9/22/2008,112.01799999999994
9/29/2008,111.58399999999995
10/6/2008,111.03399999999995
10/13/2008,109.93199999999995
10/20/2008,107.96199999999995
10/27/2008,105.52399999999993
11/3/2008,103.03399999999992
11/10/2008,100.32199999999992
11/17/2008,97.87999999999991
11/24/2008,95.90599999999992
12/1/2008,94.47599999999993
12/8/2008,93.02799999999993
12/15/2008,91.66399999999992
12/22/2008,90.29999999999993
12/29/2008,89.20999999999991
1/5/2009,87.99999999999991
1/12/2009,87.17199999999991
1/19/2009,86.5959999999999
1/26/2009,86.47799999999991
2/2/2009,86.6419999999999
2/9/2009,87.41399999999989
2/16/2009,88.23399999999988
2/23/2009,89.06199999999988
3/2/2009,89.63399999999989
3/9/2009,90.0319999999999
3/16/2009,90.2079999999999
3/23/2009,90.2159999999999
3/30/2009,90.4199999999999
4/6/2009,91.1079999999999
4/13/2009,91.8999999999999
4/20/2009,92.79199999999992
4/27/2009,93.78599999999992
5/4/2009,94.63599999999992
5/11/2009,95.20999999999992
5/18/2009,95.89599999999992
5/25/2009,96.75199999999991
6/1/2009,97.6039999999999
6/8/2009,98.6019999999999
6/15/2009,99.67999999999991
6/22/2009,100.73399999999991
6/29/2009,101.61399999999992
7/6/2009,102.44999999999993
7/13/2009,102.88799999999992
7/20/2009,102.93599999999992
7/27/2009,102.80799999999991
8/3/2009,102.61999999999992
8/10/2009,102.5079999999999
8/17/2009,102.74399999999991
8/24/2009,103.23999999999992
8/31/2009,103.82799999999993
9/7/2009,104.72599999999993
9/14/2009,105.40999999999994
9/21/2009,105.80999999999995
9/28/2009,105.95799999999994
10/5/2009,105.90999999999994
10/12/2009,105.48199999999994
10/19/2009,105.21199999999995
10/26/2009,105.37199999999993
11/2/2009,105.76999999999994
11/9/2009,106.41599999999994
11/16/2009,107.16999999999993
11/23/2009,107.89999999999993
11/30/2009,108.30599999999993
12/7/2009,108.54799999999992
12/14/2009,108.6279999999999
12/21/2009,108.4259999999999
12/28/2009,108.16799999999989
1/4/2010,108.2779999999999
1/11/2010,108.69399999999992
1/18/2010,109.31399999999992
1/25/2010,110.19399999999992
2/1/2010,111.08799999999992
2/8/2010,111.60999999999993
2/15/2010,111.84399999999991
2/22/2010,111.8359999999999
3/1/2010,111.94599999999988
3/8/2010,112.3059999999999
3/15/2010,113.0079999999999
3/22/2010,113.94799999999991
3/29/2010,115.09199999999991
4/5/2010,116.46599999999992
4/12/2010,117.7119999999999
4/19/2010,118.72999999999988
4/26/2010,119.60999999999987
5/3/2010,120.38999999999987
5/10/2010,120.79399999999987
5/17/2010,121.06599999999985
5/24/2010,120.94199999999987
5/31/2010,120.45199999999986
6/7/2010,119.85599999999985
6/14/2010,119.16799999999985
6/21/2010,118.46799999999985
6/28/2010,118.05799999999985
7/5/2010,117.93199999999986
7/12/2010,117.76999999999984
7/19/2010,117.56599999999985
7/26/2010,117.32799999999986
8/2/2010,117.05399999999986
8/9/2010,116.74199999999988
8/16/2010,116.53199999999988
8/23/2010,116.28999999999988
8/30/2010,115.96399999999987
9/6/2010,115.57999999999988
9/13/2010,115.24199999999988
9/20/2010,114.98599999999985
9/27/2010,114.93599999999985
10/4/2010,115.14199999999985
10/11/2010,115.57999999999984
10/18/2010,116.10399999999984
10/25/2010,116.63999999999983
11/1/2010,117.19799999999984
11/8/2010,117.72999999999983
11/15/2010,118.13399999999983
11/22/2010,118.47599999999984
11/29/2010,118.76999999999984
12/6/2010,119.24199999999982
12/13/2010,119.84399999999985
12/20/2010,120.54599999999986
12/27/2010,121.43599999999988
1/3/2011,122.56399999999988
1/10/2011,123.93599999999988
1/17/2011,125.1739999999999
1/24/2011,126.38199999999988
1/31/2011,127.40399999999985
2/7/2011,128.16199999999986
2/14/2011,128.42799999999986
2/21/2011,128.63799999999986
2/28/2011,128.91199999999986
3/7/2011,129.45799999999986
3/14/2011,130.16599999999988
3/21/2011,131.04199999999986
3/28/2011,131.7459999999999
4/4/2011,132.3639999999999
4/11/2011,132.8439999999999
4/18/2011,133.4199999999999
4/25/2011,133.92199999999988
5/2/2011,134.69199999999987
5/9/2011,135.53999999999988
5/16/2011,136.0839999999999
5/23/2011,136.29399999999987
5/30/2011,136.28399999999985
6/6/2011,136.14999999999986
6/13/2011,135.91199999999986
6/20/2011,135.83799999999985
6/27/2011,135.58799999999985
7/4/2011,135.15999999999985
7/11/2011,134.87199999999987
7/18/2011,134.69399999999987
7/25/2011,134.61999999999986
8/1/2011,134.86199999999988
8/8/2011,135.4679999999999
8/15/2011,135.8219999999999
8/22/2011,135.73999999999987
8/29/2011,135.47199999999987
9/5/2011,135.18199999999987
9/12/2011,134.88999999999987
9/19/2011,134.7799999999999
9/26/2011,134.99799999999988
10/3/2011,135.13799999999986
10/10/2011,135.1079999999999
10/17/2011,135.0059999999999
10/24/2011,134.8579999999999
10/31/2011,134.6739999999999
11/7/2011,134.55199999999988
11/14/2011,134.39399999999986
11/21/2011,134.17199999999985
11/28/2011,133.87399999999985
12/5/2011,133.48399999999987
12/12/2011,133.10799999999986
12/19/2011,132.86999999999983
12/26/2011,132.67599999999985
1/2/2012,132.52199999999985
1/9/2012,132.50199999999987
1/16/2012,132.65399999999985
1/23/2012,132.89999999999986
1/30/2012,133.2379999999999
2/6/2012,133.6079999999999
2/13/2012,134.05199999999985
2/20/2012,134.43599999999986
2/27/2012,134.93399999999988
3/5/2012,135.57399999999987
3/12/2012,136.30399999999986
3/19/2012,137.11599999999987
3/26/2012,137.96999999999986
5/14/2012,138.38599999999985
5/21/2012,138.07999999999984
5/28/2012,137.37399999999985
6/4/2012,136.39399999999983
6/11/2012,135.2319999999998
6/18/2012,133.9719999999998
6/25/2012,133.12799999999984
7/2/2012,132.35399999999984
7/9/2012,131.75399999999985
7/16/2012,131.31799999999987
7/23/2012,131.36199999999988
7/30/2012,131.60799999999986
8/6/2012,132.18599999999986
8/13/2012,132.82799999999983
8/20/2012,133.67399999999984
8/27/2012,134.65199999999984
9/3/2012,135.70199999999983
9/10/2012,136.80599999999984
9/17/2012,137.83599999999984
9/24/2012,138.59999999999982
10/1/2012,138.86599999999981
10/8/2012,138.90799999999984
10/15/2012,138.79599999999985
10/22/2012,138.56999999999985
10/29/2012,138.05799999999985
11/5/2012,137.65799999999984
11/12/2012,137.02799999999985
11/19/2012,136.26999999999987
11/26/2012,135.4879999999999
12/3/2012,134.70199999999986
12/10/2012,133.92599999999985
12/17/2012,133.30399999999983
12/24/2012,132.78199999999984
12/31/2012,132.28999999999982
1/7/2013,132.05199999999982
1/14/2013,131.94199999999984
1/21/2013,131.98799999999983
1/28/2013,132.18799999999982
2/4/2013,132.67999999999984
2/11/2013,133.41999999999982
2/18/2013,134.39199999999983
2/25/2013,135.6499999999998
3/4/2013,136.9539999999998
3/18/2013,137.59399999999982
3/25/2013,137.8999999999998
4/1/2013,137.9879999999998
4/8/2013,137.74999999999983
4/15/2013,137.27799999999982
4/22/2013,136.8979999999998
4/29/2013,136.41199999999978
5/6/2013,135.6359999999998
5/13/2013,134.79799999999977
5/20/2013,134.00999999999976
5/27/2013,133.60199999999978
6/3/2013,133.47799999999978
6/10/2013,133.6539999999998
6/17/2013,133.9219999999998
6/24/2013,134.1919999999998
7/1/2013,134.1519999999998
7/8/2013,134.0979999999998
7/15/2013,134.22799999999978
7/22/2013,134.54399999999978
7/29/2013,135.01399999999978
8/5/2013,135.7299999999998
8/12/2013,136.4019999999998
8/19/2013,136.8119999999998
8/28/2013,136.96999999999983
9/2/2013,137.02399999999983
9/9/2013,137.13999999999982
9/16/2013,137.20799999999983
9/23/2013,137.1979999999998
9/30/2013,136.5119999999998
10/7/2013,135.40799999999982
10/14/2013,134.2219999999998
10/21/2013,133.0339999999998
10/28/2013,131.9279999999998
11/4/2013,131.2319999999998
11/11/2013,130.8499999999998
11/18/2013,130.4939999999998
11/25/2013,130.1939999999998
12/2/2013,129.9599999999998
12/9/2013,130.12799999999982
12/16/2013,130.37799999999982
12/23/2013,130.40999999999983
12/30/2013,130.40999999999983
1/6/2014,130.41199999999984
1/13/2014,130.33199999999982
1/20/2014,130.01399999999984
1/27/2014,129.80799999999982
2/3/2014,129.57199999999983
2/10/2014,129.28199999999984
2/17/2014,129.04199999999983
2/24/2014,129.00799999999984
3/3/2014,129.07599999999985
3/10/2014,129.18399999999983
3/17/2014,129.17399999999984
3/24/2014,129.05599999999984
3/31/2014,128.96799999999985
4/7/2014,128.83799999999985
4/14/2014,128.73799999999986
4/21/2014,128.80799999999985
4/28/2014,128.91199999999986
5/5/2014,129.01399999999984
5/12/2014,129.17199999999985
5/19/2014,129.27799999999985
5/26/2014,129.35799999999983
6/2/2014,129.46599999999984
6/9/2014,129.5499999999998
6/16/2014,129.6259999999998
6/23/2014,129.7699999999998
6/30/2014,130.0059999999998
7/7/2014,130.2999999999998
7/14/2014,130.58399999999983
7/21/2014,130.81599999999983
7/28/2014,130.95399999999984
8/4/2014,130.74199999999982
8/11/2014,130.40399999999983
8/18/2014,130.0399999999998
8/25/2014,129.49999999999983
9/1/2014,128.9359999999998
9/8/2014,128.67799999999983
9/15/2014,128.4819999999998
9/22/2014,128.34799999999981
9/29/2014,128.39799999999983
10/6/2014,128.15199999999982
10/13/2014,127.7839999999998
10/20/2014,127.1779999999998
10/27/2014,126.4759999999998
11/3/2014,125.5459999999998
11/10/2014,124.77799999999979
11/17/2014,123.9779999999998
11/24/2014,123.3559999999998
12/1/2014,122.56999999999978
12/8/2014,121.74799999999978
12/15/2014,120.41999999999976
12/22/2014,118.65199999999975
12/29/2014,116.82599999999975
1/5/2015,114.80199999999972
1/12/2015,112.60999999999972
1/19/2015,110.71599999999974
1/26/2015,109.24799999999975
2/2/2015,107.82399999999976
2/9/2015,106.88199999999975
2/16/2015,106.55999999999975
2/23/2015,106.86199999999974
3/2/2015,107.43799999999973
3/9/2015,108.24399999999973
3/16/2015,109.18199999999972
3/23/2015,110.05999999999972
3/30/2015,110.8039999999997
4/6/2015,111.43799999999969
4/13/2015,111.9279999999997
4/20/2015,112.29399999999971
4/27/2015,112.67399999999971
5/4/2015,113.11599999999972
5/11/2015,113.66199999999972
5/18/2015,114.30599999999973
5/25/2015,114.93599999999972
6/1/2015,115.45199999999973
6/8/2015,115.84999999999972
6/15/2015,116.10799999999972
6/22/2015,116.27999999999972
6/29/2015,116.38599999999971
7/6/2015,116.42799999999973
7/13/2015,116.45799999999971
7/20/2015,116.53799999999971
7/27/2015,116.5059999999997
8/3/2015,116.4199999999997
8/10/2015,116.2479999999997
8/17/2015,115.88199999999972
8/24/2015,115.16999999999973
8/31/2015,114.12399999999975
9/7/2015,113.07999999999974
9/14/2015,112.10399999999974
9/21/2015,111.30999999999975
9/28/2015,110.55799999999974
10/5/2015,110.10399999999973
10/12/2015,109.71799999999973
10/19/2015,109.39999999999972
10/26/2015,108.88599999999971
11/2/2015,108.43399999999971
11/9/2015,108.0739999999997
11/16/2015,107.7519999999997
11/23/2015,107.4079999999997
11/30/2015,107.1939999999997
12/7/2015,107.1019999999997
12/14/2015,106.4739999999997
12/21/2015,105.4679999999997
12/28/2015,104.43199999999972
1/4/2016,103.43799999999972
1/11/2016,102.46599999999971
1/18/2016,102.0259999999997
1/25/2016,101.8439999999997
2/1/2016,101.69399999999969
2/8/2016,101.59599999999969
2/15/2016,101.5079999999997
2/22/2016,101.42599999999969
2/29/2016,101.42599999999969
3/7/2016,101.44599999999969
3/14/2016,101.48599999999969
3/21/2016,101.7119999999997
3/28/2016,102.11399999999972
4/4/2016,102.73199999999972
4/11/2016,103.51799999999972
4/18/2016,104.4579999999997
4/25/2016,105.36999999999969
5/2/2016,106.2539999999997
5/9/2016,106.9899999999997
5/16/2016,107.61799999999968
5/23/2016,108.1599999999997
5/30/2016,108.68999999999969
6/6/2016,109.20599999999968
6/13/2016,109.77399999999966
6/20/2016,110.31199999999967
6/27/2016,110.77599999999968
7/4/2016,111.14799999999968
7/11/2016,111.44599999999969
7/18/2016,111.62399999999968
7/25/2016,111.71799999999966
8/1/2016,111.63999999999965
8/8/2016,111.25999999999965
8/15/2016,110.73799999999964
8/22/2016,110.27999999999966
8/29/2016,110.02799999999965
9/5/2016,110.01199999999967
9/12/2016,110.32399999999966
9/19/2016,110.72599999999966
9/26/2016,111.07199999999966
10/3/2016,111.31599999999966
10/10/2016,111.59199999999967
10/17/2016,112.07399999999966
10/24/2016,112.85599999999968
10/31/2016,113.78799999999967
11/7/2016,114.76999999999968
11/14/2016,115.59999999999968
11/21/2016,115.79799999999969
11/28/2016,115.50199999999968
12/5/2016,115.02999999999967
12/12/2016,114.56399999999967
12/19/2016,114.26399999999967
12/26/2016,114.41199999999967
1/2/2017,115.06799999999967
1/9/2017,115.93199999999968
1/16/2017,116.81199999999967
1/23/2017,117.69799999999968
1/30/2017,118.60999999999967
2/6/2017,119.24599999999968
2/13/2017,119.67999999999968
2/20/2017,119.99399999999969
2/27/2017,120.13199999999969
3/6/2017,120.1339999999997
3/13/2017,120.05799999999968
3/20/2017,119.81799999999969
3/27/2017,119.38399999999967
4/3/2017,118.74599999999967
4/10/2017,118.14599999999966
4/17/2017,117.69399999999966
4/24/2017,117.53399999999965
5/1/2017,117.54399999999967
5/8/2017,117.56999999999967
5/15/2017,117.28599999999967
5/22/2017,116.91199999999967
5/29/2017,116.43999999999967
6/5/2017,115.98799999999967
6/12/2017,115.71399999999967
6/19/2017,115.61799999999967
6/26/2017,115.36999999999969
7/3/2017,114.9599999999997
7/10/2017,114.51199999999972
7/17/2017,114.15199999999973
7/24/2017,113.92599999999973
7/31/2017,113.8719999999997
8/7/2017,114.0799999999997
8/14/2017,114.46999999999969
8/21/2017,114.89999999999968
8/28/2017,115.38199999999968
9/4/2017,115.93999999999969
9/11/2017,116.6119999999997
9/18/2017,117.2759999999997
9/25/2017,117.84199999999971
10/2/2017,118.18799999999972
10/9/2017,118.2299999999997
10/16/2017,118.0039999999997
10/23/2017,117.64199999999968
10/30/2017,117.27999999999967
11/6/2017,117.1679999999997
11/13/2017,117.51799999999969
11/20/2017,118.04999999999968
11/27/2017,118.6679999999997
12/4/2017,119.20599999999968
12/11/2017,119.67399999999967
12/18/2017,119.88799999999966
12/25/2017,119.95399999999968
1/1/2018,119.9659999999997
1/8/2018,120.11999999999969
1/15/2018,120.3299999999997
1/22/2018,120.6339999999997
1/29/2018,120.97199999999971
2/5/2018,121.2799999999997
2/12/2018,121.4919999999997
2/19/2018,121.4039999999997
2/26/2018,121.0139999999997
3/5/2018,120.5339999999997
3/12/2018,120.00999999999969
3/19/2018,119.52799999999968
3/26/2018,119.26999999999968
4/2/2018,119.24599999999968
4/9/2018,119.3799999999997
4/16/2018,119.66999999999969
4/23/2018,120.12399999999968
4/30/2018,120.72199999999968
5/7/2018,121.4899999999997
5/14/2018,122.36199999999967
5/21/2018,123.4359999999997
5/28/2018,124.66399999999972
6/4/2018,125.90599999999972
6/11/2018,126.97399999999973
6/18/2018,127.69399999999973
6/25/2018,127.94399999999973
7/2/2018,127.73599999999972
7/9/2018,127.44399999999973
7/16/2018,127.21599999999974
7/23/2018,127.13199999999975
7/30/2018,127.20399999999972
8/6/2018,127.49999999999973
8/13/2018,127.78399999999972
8/20/2018,128.04799999999972
8/27/2018,128.3839999999997
9/3/2018,128.8279999999997
9/10/2018,129.2719999999997
9/17/2018,129.7119999999997
9/24/2018,130.07199999999972
10/1/2018,130.23199999999974
10/8/2018,130.30999999999975
10/15/2018,130.42399999999975
10/22/2018,130.50199999999975
10/29/2018,130.51199999999974
11/5/2018,130.53799999999973
11/12/2018,130.29599999999976
11/19/2018,129.61399999999975
11/26/2018,128.57199999999975
12/3/2018,127.30399999999975
12/10/2018,125.75599999999974
12/17/2018,124.17199999999976
12/24/2018,122.81399999999977
12/31/2018,121.69599999999977
